time,open,high,low,close,Volume,RSI,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
2018-08-20,6489.53,6525,6227.71,6258.74,7904.5958,39.698018817581435,NaN,NaN,NaN,NaN,NaN,NaN
2018-08-21,6258.74,6490,6249.12,6475.89,6841.87611,45.117822811378495,NaN,NaN,NaN,NaN,NaN,NaN
2018-08-22,6475.89,6890.65,6250,6359.99,17585.17524,42.90150123230157,NaN,NaN,NaN,NaN,NaN,NaN
2018-08-23,6359.99,6568.37,6348.69,6526.36,6998.98742,46.93143793543963,NaN,NaN,NaN,NaN,NaN,NaN
2018-08-24,6526.36,6725,6451.55,6690.88,7427.5564,50.64136239204263,NaN,NaN,NaN,NaN,NaN,NaN
2018-08-25,6690.88,6790,6668,6737.52,4930.18051,51.6728021893325,NaN,NaN,NaN,NaN,NaN,NaN
2018-08-26,6737.52,6773,6572,6709.98,5009.1171,50.99516104735351,NaN,NaN,NaN,NaN,NaN,NaN
2018-08-27,6709.98,6947.6,6654.13,6911.9,7307.57955,55.593340740041484,NaN,NaN,NaN,NaN,NaN,NaN
2018-08-28,6911.9,7128,6864.96,7071.01,11880.47054,58.868443554042926,NaN,NaN,NaN,NaN,NaN,NaN
2018-08-29,7071.01,7119,6907.42,7030.9,7710.55401,57.71289143377375,NaN,NaN,NaN,NaN,NaN,NaN
2018-08-30,7030.92,7048.66,6790,6983,8325.65062,56.29180754969241,NaN,NaN,NaN,NaN,NaN,NaN
2018-08-31,6983,7090.46,6884.49,7015.01,7855.33617,57.05286238422107,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-01,7015.01,7275,7010.98,7191.08,6276.19998,61.06836672510332,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-02,7191.07,7328.99,7130,7295,5891.98418,63.25227688405421,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-03,7294.99,7339.52,7192.99,7256.98,6133.09184,61.88451100263797,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-04,7256.48,7402.5,7229.94,7360,7999.78386,64.14684684188822,NaN,NaN,NaN,NaN,64.14684684188822,NaN
2018-09-05,7359.99,7384,6664.07,6687.96,16381.47297,45.270156963182615,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-06,6687.96,6703.73,6272.73,6495,18836.77833,41.494457093012905,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-07,6495,6530,6325,6395.01,8366.04392,39.64904989269006,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-08,6395.01,6460,6116,6188,7581.70232,36.072248855145304,NaN,NaN,36.072248855145304,NaN,NaN,NaN
2018-09-09,6188,6450,6147,6235.01,6356.68825,37.452181144628064,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-10,6235.02,6375.13,6221.49,6300,7028.6689,39.39971052331098,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-11,6300,6390,6176.76,6282.53,7184.86319,39.047746017180316,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-12,6282.53,6340.94,6191.1,6326,7428.6959,40.47270833726777,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-13,6326,6530,6323.64,6485.99,9793.80167,45.52085299076216,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-14,6485.99,6580,6378.05,6478.04,7690.51159,45.31520777206077,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-15,6478.05,6565,6470,6518.68,3404.13202,46.64222687617042,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-16,6518.68,6521.75,6323.68,6498,3520.81645,46.03011029658667,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-17,6498,6529.75,6207.55,6250.7,9334.44843,39.3752826082139,NaN,NaN,39.3752826082139,NaN,NaN,NaN
2018-09-18,6250.71,6384.04,6228,6335.7,6136.55992,42.45480494523775,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-19,6335.69,6511,6106.37,6386.94,10747.39416,44.29188046102767,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-20,6386.95,6530,6337,6493.11,6819.61785,47.996374850302345,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-21,6493.11,6777.1,6492.5,6750,11391.36526,55.676594313768035,NaN,NaN,NaN,NaN,55.676594313768035,NaN
2018-09-22,6750,6823,6628.01,6707.33,5315.80099,54.24358657473391,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-23,6707.34,6777,6660.05,6696.99,3506.52668,53.88167742696251,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-24,6696.99,6716.16,6555.99,6582.09,5562.1461,49.89770853586569,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-25,6582.09,6582.1,6320.5,6436.89,9518.35072,45.33579224898525,NaN,NaN,45.33579224898525,NaN,NaN,NaN
2018-09-26,6435,6537.26,6380.62,6455.66,5910.05641,46.02279650840706,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-27,6455.65,6734.79,6430,6680.01,7878.88861,53.53889392921496,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-28,6680.01,6786.73,6528.13,6620.01,9036.03829,51.4745391037073,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-29,6620.01,6620.01,6452.02,6581,4371.92981,50.12138457625538,NaN,NaN,NaN,NaN,NaN,NaN
2018-09-30,6581,6642.28,6523,6605,3698.73537,50.97525166777344,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-01,6605,6639.33,6474.9,6572.83,7146.47531,49.74595097435009,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-02,6572.83,6591.37,6452,6498.46,5444.05081,46.92843600213692,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-03,6498.47,6507.95,6398.96,6466.03,6234.36988,45.71259108297007,NaN,NaN,45.71259108297007,NaN,NaN,NaN
2018-10-04,6466.03,6603.01,6454.38,6547.45,6670.55838,49.266495929717145,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-05,6547.45,6641,6510.58,6593.94,5344.82622,51.229742563789635,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-06,6593.94,6594.39,6536,6552.43,2725.27095,49.39187837490602,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-07,6552.42,6585.01,6491.81,6570,2625.51246,50.20615250707637,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-08,6569.99,6681.19,6545.63,6608.07,5447.89003,52.007988155087055,NaN,NaN,NaN,NaN,52.007988155087055,NaN
2018-10-09,6607.53,6612.86,6552.5,6589.48,4580.92412,51.03679836343782,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-10,6589.48,6591.32,6445.48,6524.56,6387.6863,47.68772642157771,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-11,6524.56,6524.56,6033.34,6154.69,20730.65656,33.999012731785754,NaN,NaN,33.999012731785754,NaN,NaN,NaN
2018-10-12,6154.68,6235.2,6111.97,6188.01,5566.78707,35.78722083393792,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-13,6188.01,6212,6178,6196,3842.8736,36.233377627117434,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-14,6196.01,6288.45,6151,6183.49,3762.54542,35.81380063185374,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-15,6183.52,6810,6151.58,6440.42,21436.32406,48.90125721253473,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-16,6440.43,6493.11,6375,6457.11,10080.3628,49.6198767524364,NaN,NaN,NaN,NaN,49.6198767524364,NaN
2018-10-17,6457.1,6459.99,6411.19,6443.7,5507.28108,49.023324227259515,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-18,6443.69,6489.83,6355,6394.96,7212.22828,46.82006087091341,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-19,6394.96,6409.61,6353.86,6382.99,3816.4999,46.27006794864145,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-20,6382.99,6420,6369,6414,3425.85726,47.975085298915175,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-21,6413.99,6452.87,6405.57,6415.88,2611.80516,48.08264901626733,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-22,6415.87,6427.63,6377.77,6407.65,4004.84065,47.61850066485992,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-23,6407.64,6411.5,6360,6395.14,4036.6401,46.87774111325774,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-24,6395.13,6471,6395.13,6415.98,5191.43397,48.32001910323221,NaN,NaN,NaN,NaN,48.32001910323221,NaN
2018-10-25,6415.97,6422,6377.5,6395.58,3747.23864,46.975518021097926,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-26,6395.58,6450,6383.54,6404.87,4134.90903,47.68934741408027,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-27,6404.87,6421.76,6390,6409.12,2332.73006,48.034010752963034,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-28,6409.11,6415,6380.01,6403.62,2141.97166,47.596949291737616,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-29,6403.63,6414.99,6211,6266,6985.61299,38.224743958591084,NaN,NaN,38.224743958591084,NaN,NaN,NaN
2018-10-30,6266,6289,6240.54,6267.63,4101.14426,38.379511025365396,NaN,NaN,NaN,NaN,NaN,NaN
2018-10-31,6267.63,6353.24,6201.67,6304.18,5228.93707,41.89481851794151,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-01,6304.18,6360,6293.44,6344,4491.04326,45.5399623892037,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-02,6344,6378.77,6333.94,6349.8,4182.83962,46.07064693921698,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-03,6349.8,6351.7,6315.91,6331.96,2572.97615,44.63006628318636,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-04,6331.96,6464.15,6313.17,6423.28,4055.57082,52.77105653111571,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-05,6423.29,6439.99,6372,6404,4088.6935,51.06401533212946,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-06,6404,6449.65,6387.82,6448.5,5512.14007,54.70591028096611,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-07,6448.5,6540,6448.5,6503.12,5833.03647,58.76255692675991,NaN,NaN,NaN,NaN,58.76255692675991,NaN
2018-11-08,6503.12,6511.88,6388,6406.24,5335.806,50.17819876361488,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-09,6406.24,6415,6305,6334.89,4588.15732,44.96798972335217,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-10,6334.89,6374,6327.46,6347.42,2421.64504,46.02785708701523,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-11,6347.42,6360,6271.15,6357.6,2363.46581,46.92225341729684,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-12,6357.6,6383.59,6305.95,6327.87,3731.14507,44.59787757765405,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-13,6327.87,6328.22,6252.5,6259.34,4686.80276,39.714231718224866,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-14,6259.35,6293.38,5280.93,5605.46,32732.1207,18.687240059922203,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-15,5605.01,5645,5188,5579.52,21892.94986,18.273889460583973,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-16,5579.5,5609.91,5410,5512.24,9359.72857,17.21055710252452,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-17,5512.26,5544,5450.83,5504.17,4784.3283,17.0821606356386,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-18,5503.34,5665,5503.34,5560,4724.6979,21.448251576535114,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-19,5560,5560,4670.05,4733.5,41592.0324,11.660022774265471,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-20,4736.67,4889,4035,4349.23,66596.8464,9.491250473436509,NaN,NaN,9.491250473436509,NaN,NaN,NaN
2018-11-21,4349.24,4627.55,4239.01,4545.11,28516.21931,17.876575628520882,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-22,4545.12,4589,4238.69,4265.36,13038.218,15.646986967047283,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-23,4268.18,4366.05,4085.73,4283.8,19589.9546,16.38725399866692,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-24,4283.8,4370.78,3650.84,3774.99,22955.35965,12.997754692373974,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-25,3775,4120,3456.78,3936.69,39065.19715,18.749435988810035,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-26,3936.7,4076.25,3508,3731.32,36455.03474,17.194654132904134,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-27,3731.01,3830,3562.9,3775,23788.7294,18.73812488827329,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-28,3775.01,4365,3775,4225.03,35951.2384,32.66422232225041,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-29,4224.86,4414.89,4077.88,4248,20589.29642,33.29260009700499,NaN,NaN,NaN,NaN,NaN,NaN
2018-11-30,4247.99,4297.71,3869,3976,20007.3628,29.751950338977537,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-01,3976.01,4277,3910.08,4142.01,10546.31949,34.34156090899148,NaN,NaN,NaN,NaN,34.34156090899148,NaN
2018-12-02,4142.01,4266,4036,4103.19,11311.34187,33.78568196935282,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-03,4102.8,4119.98,3741.95,3833.47,17040.76192,30.135752044073442,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-04,3833.47,4035.1,3732.43,3901.84,16954.94951,32.13709445700614,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-05,3901.84,3912.53,3660,3694.39,14945.1977,29.386382701749667,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-06,3694.39,3849,3400,3433.26,28942.7519,26.33120029947763,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-07,3433.3,3550,3212,3380.01,37833.31094,25.743433553649297,NaN,NaN,25.743433553649297,NaN,NaN,NaN
2018-12-08,3380,3495,3253.66,3401,13700.5652,26.44046256429182,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-09,3401,3642.51,3367.79,3531.18,11757.58731,30.78019424213784,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-10,3531.18,3590.71,3354.97,3410.15,13514.0223,29.0634540872896,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-11,3410.15,3424.92,3293.49,3349.36,11090.90321,28.21232414733798,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-12,3350.27,3486.16,3325.58,3430.24,10524.1028,31.103276231275103,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-13,3430.24,3439.63,3227.96,3265,14265.0719,28.571727847502018,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-14,3265,3294.9,3135,3195.71,14656.4789,27.55879562377224,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-15,3195.71,3228.69,3128.89,3183,9343.274,27.36713500331689,NaN,NaN,27.36713500331689,NaN,NaN,NaN
2018-12-16,3183.01,3258,3181.24,3195,7211.11386,27.87713013924835,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-17,3194.99,3585.95,3184.28,3496.82,21857.072,39.40214652652863,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-18,3497.1,3688,3436.5,3667.77,16980.0505,44.78408353879691,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-19,3667.76,3928.15,3637.17,3682.51,28450.3117,45.235722906790194,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-20,3682.51,4175,3661.5,4075.34,30698.03126,55.64774456356627,NaN,NaN,NaN,NaN,55.64774456356627,NaN
2018-12-21,4075.33,4162.27,3775,3839.06,23496.8844,49.54600903712237,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-22,3839.26,4005,3790.16,3980.46,9902.78213,52.87608619653204,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-23,3981.24,4050,3903.6,3944.93,10282.42448,51.94827337439575,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-24,3944.92,4239.37,3944.92,4034,19713.69712,54.12162512883495,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-25,4034,4045.41,3675.86,3780,13871.74963,47.520886904663406,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-26,3780,3849.2,3685.02,3809.88,9374.88635,48.319397727475824,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-27,3809.88,3841.21,3567,3589.89,13433.24226,43.117573614543666,NaN,NaN,43.117573614543666,NaN,NaN,NaN
2018-12-28,3589.89,3971.58,3576.12,3888.06,16776.57029,50.842119995310306,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-29,3887.58,3944.33,3706,3729.31,9776.58796,47.16938527853033,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-30,3729.31,3863.06,3691.01,3829,8725.69621,49.63009068397125,NaN,NaN,NaN,NaN,NaN,NaN
2018-12-31,3829,3835.4,3625,3691.86,12795.32337,46.42649921344941,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-01,3691.87,3841.17,3651.02,3826.1,10812.89471,49.83964723948062,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-02,3826.1,3916.57,3770.07,3890.79,9982.33799,51.44503029861905,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-03,3890.8,3893.8,3758.07,3787.57,9327.6912,48.76325627633514,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-04,3787.57,3849,3730,3820.25,9225.0275,49.65802719289819,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-05,3820.82,3874.12,3775,3798.62,6451.0077,49.04749811572334,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-06,3799.99,4088,3756.01,4040.99,10057.3227,55.63029504894735,NaN,NaN,NaN,NaN,55.63029504894735,NaN
2019-01-07,4040.98,4070,3968.79,4006.01,9973.5444,54.53521071617798,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-08,4005.97,4114.8,3943.36,3993.86,13959.45482,54.13658235542634,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-09,3993.85,4042.2,3962.12,4004.12,10704.1816,54.43943825255939,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-10,4004.13,4035.21,3560,3626.12,21869.2784,43.13748381754277,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-11,3626.12,3699.99,3576,3635.69,14489.51147,43.45753502931168,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-12,3634.73,3649.18,3557.29,3619.41,5793.62414,43.01399751906041,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-13,3619.38,3641.86,3481.54,3514.24,8288.75879,40.16228442621083,NaN,NaN,40.16228442621083,NaN,NaN,NaN
2019-01-14,3514.24,3711.11,3509.24,3664.19,11241.37747,45.69080198198149,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-15,3664.18,3684.38,3538.63,3580.76,10894.6812,43.29405384880638,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-16,3580.19,3666.73,3572.52,3609.71,8894.6755,44.3842445303141,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-17,3609.71,3657,3541,3640.65,8924.73781,45.588235145246536,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-18,3640.64,3643.69,3580.16,3607.85,5977.38338,44.488689923733524,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-19,3607.85,3765.9,3604.9,3682.65,6068.546,47.59297947394177,NaN,NaN,NaN,NaN,47.59297947394177,NaN
2019-01-20,3683.5,3703.39,3481.01,3536.19,7429.72012,42.57284309471755,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-21,3537.56,3568.95,3487.37,3531.76,6493.90781,42.42706743492333,NaN,NaN,42.42706743492333,NaN,NaN,NaN
2019-01-22,3531.75,3611.5,3425,3577.03,9658.60166,44.51779537448789,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-23,3577.04,3614.47,3523.64,3553.01,8204.0133,43.612812302141016,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-24,3553.01,3595.83,3530.1,3568.97,5826.99443,44.42127494009611,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-25,3568.97,3578.79,3510.01,3562.17,6833.9701,44.130950557805754,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-26,3562.17,3657.76,3540,3556.07,5602.8378,43.854060153645726,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-27,3556.07,3562.9,3470.14,3531.02,4286.3925,42.67006345761577,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-28,3531.02,3535.92,3374.01,3429.95,13775.572,38.18995019738532,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-29,3429.95,3438.4,3337.87,3397.42,8709.7285,36.848924791209534,NaN,NaN,36.848924791209534,NaN,NaN,NaN
2019-01-30,3395.74,3459.41,3372.97,3437.55,8513.92739,39.6636544907907,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-31,3437.55,3473.4,3396.74,3411.5,7405.29989,38.46513136680951,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-01,3411.5,3458.26,3369.62,3437.5,8796.5774,40.400857901393756,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-02,3437.5,3483.25,3414.49,3468.43,3967.9587,42.70970431716096,NaN,NaN,NaN,NaN,42.70970431716096,NaN
2019-02-03,3468.43,3471.76,3386.45,3414.78,4606.70527,39.8275754516557,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-04,3415.69,3435,3395.1,3409.57,6032.753,39.54846943975675,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-05,3409.57,3429.46,3400,3428.4,6385.3924,41.15357171553381,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-06,3428.41,3441,3340.8,3367.36,9813.314,37.662539196317155,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-07,3366,3383.14,3352.01,3359,8613.80855,37.19713289089959,NaN,NaN,37.19713289089959,NaN,NaN,NaN
2019-02-08,3358.99,3711,3344,3621.99,17649.55367,55.730217111566446,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-09,3622,3644.08,3597,3623.73,5155.56165,55.82310479139158,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-10,3623.73,3654.28,3578.59,3648.84,5364.09361,57.21816290870473,NaN,NaN,NaN,NaN,57.21816290870473,NaN
2019-02-11,3648.85,3652,3579.38,3590.36,8819.23577,53.01889917427154,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-12,3590.36,3618.77,3550,3588.06,8347.13429,52.85460309005048,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-13,3588.06,3627.99,3562.98,3576.68,7025.0331,51.99605230860956,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-14,3576.69,3589,3535.1,3561.5,6197.4146,50.81041966837799,NaN,NaN,50.81041966837799,NaN,NaN,NaN
2019-02-15,3561.49,3620.22,3545.89,3566.59,7446.9366,51.212138555381195,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-16,3566.59,3607.36,3565.5,3582.37,4351.58939,52.50708515128045,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-17,3582.37,3675,3557.43,3625.08,6402.12696,55.91754619803425,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-18,3625.08,3917,3616.18,3867,16895.18208,69.34540438045386,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-19,3867,3969.54,3841.54,3888.01,14845.2566,70.19453756009396,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-20,3888.37,3967.19,3867.13,3938.99,8929.2067,72.2063360764757,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-21,3939,3988,3869.45,3897.71,8806.91795,68.19258605928361,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-22,3897.71,3956.43,3886.15,3942.02,7667.23336,70.11303835225975,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-23,3942.02,4156.1,3911.3,4110,10844.9787,76.02328225154685,NaN,NaN,NaN,NaN,76.02328225154685,NaN
2019-02-24,4110,4188.79,3712.84,3734.22,17001.33046,51.49185014779193,NaN,NaN,51.49185014779193,NaN,NaN,NaN
2019-02-25,3734.23,3860,3731.09,3818.79,11160.93028,55.01034034911183,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-26,3818.78,3826.37,3763.71,3799.48,6520.28654,54.04638064972213,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-27,3799.49,3823.13,3655,3799.91,8282.0968,54.06568355452176,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-28,3800.35,3910,3754.37,3792.14,9852.6105,53.62732816268945,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-01,3792.14,3843,3791.31,3806.17,6816.73439,54.347099201631536,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-02,3806.17,3818.08,3763,3809.7,3720.68922,54.53829558835185,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-03,3809.7,3815.48,3763.62,3786.93,4100.66366,52.99648378113295,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-04,3786.93,3804.99,3672.39,3700.72,8335.77813,47.51905319609479,NaN,NaN,47.51905319609479,NaN,NaN,NaN
2019-03-05,3700.02,3876.65,3692.36,3844.59,9530.32263,55.7402662875155,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-06,3844.59,3894.7,3812,3851.89,6911.10212,56.115912158230174,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-07,3851.89,3891,3830.79,3857.05,7308.0864,56.397615235010356,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-08,3857.04,3910.88,3771,3843.12,8988.40858,55.36437568912372,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-09,3842.62,3947.33,3834.59,3917,5821.05503,59.5926319156513,NaN,NaN,NaN,NaN,59.5926319156513,NaN
2019-03-10,3917,3917,3867.84,3900.93,3602.23541,58.29898909965133,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-11,3900.93,3911.83,3817.01,3849.68,6169.55341,54.25400954890343,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-12,3849.67,3875.33,3796.71,3860,6920.72219,54.93210847636178,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-13,3860,3871.02,3827.5,3851.02,5689.488,54.1795218215944,NaN,NaN,54.1795218215944,NaN,NaN,NaN
2019-03-14,3851.02,3900,3779.28,3853.95,7895.36738,54.399044882736774,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-15,3853.95,3910,3846.79,3902.8,6794.26959,58.01096439529344,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-16,3902.8,4037.47,3900.89,3990,6801.91188,63.559574013297265,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-17,3990,3991,3936.3,3967.01,3579.77959,61.2610967718434,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-18,3967.01,4015.7,3937.69,3970.5,5613.60564,61.488773019279215,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-19,3969.68,4009.61,3952.08,4000.85,5889.026,63.497894827611546,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-20,4000.85,4044.82,3965.43,4031.85,7321.29752,65.47892420261333,NaN,NaN,NaN,NaN,65.47892420261333,NaN
2019-03-21,4032.68,4056.33,3915.14,3972.76,9361.953,58.915376578353346,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-22,3972.76,3998.01,3961.7,3983.78,5137.19556,59.72617386025818,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-23,3983.77,3997.01,3960.25,3983.43,4145.22744,59.68588585633394,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-24,3982.45,3982.45,3946,3969.52,2699.61314,58.01107510626918,NaN,NaN,NaN,NaN,NaN,NaN
2019-03-25,3969.52,3976.47,3858,3907.53,6471.88702,51.12591031307559,NaN,NaN,51.12591031307559,NaN,NaN,NaN
