time,open,high,low,close,Volume,RSI,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
2016-11-25,737.99,739.99,729,739.74,3100,59.36689506687197,NaN,NaN,NaN,NaN,NaN,NaN
2016-11-26,739.51,739.98,726,735.7,2640,57.39382215558983,NaN,NaN,NaN,NaN,NaN,NaN
2016-11-27,735.69,737.95,728.01,729.24,2622,54.2869047022066,NaN,NaN,54.2869047022066,NaN,NaN,NaN
2016-11-28,729.24,736.44,729,729.77,3822,54.50450575364183,NaN,NaN,NaN,NaN,NaN,NaN
2016-11-29,730.18,734.36,728.2,732.37,3771,55.62055758317687,NaN,NaN,NaN,NaN,NaN,NaN
2016-11-30,732.44,745,729.17,742.69,3892,59.83249461249881,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-01,742.51,754.9,741.59,754,4136,63.8785581360798,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-02,754,780,753.53,769.25,6008,68.48779060118757,NaN,NaN,NaN,NaN,68.48779060118757,NaN
2016-12-03,769.78,771.92,759,766.98,3118,67.11493950647055,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-04,766.86,769.76,762.83,767.99,2721,67.42779061348513,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-05,767.94,767.99,748.6,752,4790,58.01737322997565,NaN,NaN,58.01737322997565,NaN,NaN,NaN
2016-12-06,752.01,761.58,752,759.8,4467,60.88513219368445,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-07,759.93,768.9,750.26,764.34,4537,62.49115838466648,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-08,764.34,772.82,761.71,767.89,4796,63.744701916596874,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-09,767.9,773.22,765.97,773.22,3887,65.60338364687325,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-10,773.15,776.99,770,775.87,3319,66.52233404412796,NaN,NaN,NaN,NaN,66.52233404412796,NaN
2016-12-11,776.05,776.08,765,771.05,3061,63.21424529412202,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-12,771.05,782,770.88,778.94,4358,66.17913807960524,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-13,779.26,790.34,772.76,776.18,5387,64.2289482140977,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-14,776.65,781.8,773.2,777.66,4458,64.82749269941506,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-15,777.66,780,775,776.16,5904,63.66476480948936,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-16,776.16,785,774.8,780.98,5689,65.7881826975795,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-17,780.85,791.97,779.5,788.57,4318,68.87296597173314,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-18,788.98,791.96,787.19,790.72,2791,69.70623106550799,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-19,790.71,794.99,789,790.81,5465,69.74274542617412,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-20,791,799.21,788.58,798.99,5876,72.93576529569897,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-21,798.98,834.5,798.88,834.5,8390,81.8768173207411,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-22,834.15,875.75,832.38,856.02,8756,85.0912868158924,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-23,856.45,918.5,855.45,917.26,12704,90.34138397192392,NaN,NaN,NaN,NaN,90.34138397192392,NaN
2016-12-24,917.28,918.19,880.1,891.5,6393,77.91256054980222,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-25,891.59,897.4,851.11,896.12,5323,78.4842761469041,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-26,895.94,908.24,890,902.09,3260,79.23234100197097,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-27,902.08,943.36,895,925.2,6693,81.861384239886,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-28,925.28,983.46,923.95,982.17,9744,86.42399272607858,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-29,982.25,988.88,950.5,970.72,8955,81.9616423659063,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-30,970.51,970.51,930.3,960.81,7884,78.1982522741971,NaN,NaN,78.1982522741971,NaN,NaN,NaN
2016-12-31,961.52,973.37,949,973.37,3811,79.48401721366284,NaN,NaN,NaN,NaN,NaN,NaN
2017-01-01,973.37,1000,964.37,992.95,4368,81.33230152847587,NaN,NaN,NaN,NaN,NaN,NaN
2017-01-02,992.96,1034.39,990.52,1011.45,7694,82.8998470815943,NaN,NaN,NaN,NaN,NaN,NaN
2017-01-03,1011.52,1036.99,1006.71,1020.67,8592,83.63729015090507,NaN,NaN,NaN,NaN,NaN,NaN
2017-01-04,1020.69,1147,1018,1130.3,16215,89.45850723907711,NaN,NaN,NaN,NaN,89.45850723907711,NaN
